customerid,customername,customerrating,totalrides,customerfeedback,location,frequentdropofflocation,age,gender
cust1713,Raunak Seshadri,1.2,14,Error harum at.,Dadar,Malad,25,Male
cust1714,Mohanlal Samra,4.6,21,Facere quisquam in.,Versova,Andheri,63,Female
cust1715,Alia Varkey,4.0,64,Ad aliquid possimus sunt accusamus amet.,Versova,Kandivali,24,Male
cust1716,Alisha Goda,3.6,43,Nemo praesentium sunt temporibus autem placeat unde illum.,Kandivali,Dadar,25,Male
cust1717,Nirvi Goel,2.8,54,Impedit nam labore non.,Vashi,Vashi,18,Male
cust1718,Rhea Dhar,4.3,61,Libero fugit reiciendis voluptatibus voluptate error culpa.,Juhu,Andheri,50,Male
cust1719,Gokul Kala,1.3,48,Quos sed earum quis in.,Versova,Vashi,44,Female
cust1720,Vanya Dyal,3.5,32,Error accusantium totam at cumque.,Dadar,Vashi,51,Female
cust1721,Baiju Chopra,4.1,18,Tempore repellendus mollitia vitae labore.,Vashi,Ghatkopar,44,Female
cust1722,Shamik Deo,4.6,67,Mollitia totam animi voluptate.,Vashi,Malad,41,Male
cust1723,Zara Wali,2.8,99,Nihil minima natus.,Colaba,Versova,51,Male
cust1724,Gatik Dhingra,1.3,41,Explicabo aliquam voluptates natus corporis fugiat dolorem tempora.,Ghatkopar,Vashi,28,Female
cust1725,Jayesh Gandhi,1.2,98,Tempore tempore vero.,Colaba,Malad,59,Male
cust1726,Divij Sastry,4.6,8,Accusantium molestias necessitatibus.,Malad,Versova,60,Other
cust1727,Pihu Sunder,4.9,54,Natus commodi ipsa sit cum deleniti officia reprehenderit.,Ghatkopar,Sion,61,Other
cust1728,Jayant Sarma,3.2,39,Aliquid ut nemo eaque beatae dicta ad sed.,Versova,Versova,38,Female
cust1729,Kiaan Dayal,1.0,36,In officia culpa in voluptatibus.,Sion,Thane,57,Male
cust1730,Purab Krishnan,3.8,58,Itaque ea repudiandae cum facere.,Malad,Bandra,52,Other
cust1731,Navya Shenoy,4.2,84,Minus voluptatum inventore harum aut corrupti.,Kurla,Versova,40,Other
cust1732,Saksham Sha,2.6,26,Nisi mollitia quo adipisci expedita pariatur.,Sion,Andheri,23,Male
cust1733,Mannat Sarkar,3.1,50,Alias beatae dignissimos dolores repudiandae minus.,Versova,Versova,65,Male
cust1734,Shayak Bava,3.1,70,Quidem sit a vel unde distinctio.,Andheri,Bandra,23,Other
cust1735,Nitya Datta,3.2,67,Reprehenderit esse aut sit.,Juhu,Vashi,58,Male
cust1736,Aniruddh Ramaswamy,1.1,70,Dignissimos at accusantium unde.,Borivali,Andheri,33,Female
cust1737,Himmat Chakrabarti,3.9,65,Temporibus nam nisi placeat illo accusantium itaque.,South Mumbai,Versova,21,Female
cust1738,Piya Chhabra,2.0,65,Inventore atque veniam pariatur.,Juhu,South Mumbai,21,Other
cust1739,Ishaan Goda,4.8,58,Iure autem ab ad ea culpa.,Andheri,Borivali,65,Male
cust1740,Krish Som,2.8,31,Saepe odio impedit at qui.,Vashi,Versova,55,Other
cust1741,Myra Dhar,3.9,81,Ex nihil corporis nostrum.,Malad,Thane,56,Male
cust1742,Samiha Tripathi,2.4,37,Ratione quisquam quaerat corporis voluptate illo sunt.,Malad,Vashi,63,Other
cust1743,Ira Lalla,3.7,92,Iusto tempora magnam blanditiis cumque omnis.,Ghatkopar,Thane,65,Male
cust1744,Pranay Raja,1.4,67,Rem ullam dolores officia magni recusandae.,Borivali,Bandra,41,Female
cust1745,Shray Ray,1.4,92,Ex inventore illo error totam eos minus eius.,Ghatkopar,Kandivali,44,Male
cust1746,Arnav Tandon,1.4,55,Accusamus omnis voluptatum fugiat sapiente fugit blanditiis totam.,Sion,Dadar,48,Male
cust1747,Armaan Lal,2.8,48,Laborum illum omnis.,Malad,Thane,43,Other
cust1748,Eshani Sarma,3.2,100,Qui ullam quos ipsa laborum.,Ghatkopar,Kandivali,34,Other
cust1749,Misha Aggarwal,3.0,55,Dolores occaecati nostrum repellat aliquid.,Kurla,Versova,49,Other
cust1750,Mishti Sandhu,4.9,21,Dolor aliquid commodi nemo accusamus dolore.,Dadar,Thane,26,Female
cust1751,Priyansh Mannan,3.8,17,Pariatur deserunt voluptatum ad.,Versova,Thane,51,Male
cust1752,Aarna Sahni,3.8,59,Animi dolorum nisi totam.,Kurla,Colaba,65,Male
cust1753,Tanya Raj,4.8,48,Placeat animi molestias dolores perspiciatis.,Sion,South Mumbai,56,Female
cust1754,Suhana Vohra,1.4,48,Laborum voluptates ad perspiciatis accusamus ipsam.,Borivali,Andheri,20,Other
cust1755,Himmat Saran,1.6,48,Aliquid fugiat error animi odio.,Andheri,Juhu,37,Female
cust1756,Stuvan Date,2.9,19,Maiores perferendis perferendis minima dolores maiores.,Dadar,Vashi,55,Female
cust1757,Vardaniya Bansal,1.2,40,Dolorum ut cupiditate optio sint illum vero.,Sion,Andheri,31,Male
cust1758,Aarav Kumer,4.3,63,Eligendi aperiam laudantium fugiat odit.,Colaba,South Mumbai,53,Female
cust1759,Nehmat Rattan,1.3,6,Fugit modi ducimus facere fugit id.,Ghatkopar,Kurla,54,Female
cust1760,Indrans Kaur,3.3,44,Quaerat enim blanditiis ipsum cupiditate enim magnam.,Vashi,Ghatkopar,48,Other
cust1761,Shaan Keer,4.3,17,Dicta odio praesentium est doloribus non.,Vashi,Dadar,50,Other
cust1762,Umang Suresh,2.8,58,Maiores architecto corporis ipsum explicabo quaerat.,Malad,Kurla,27,Other
cust1763,Shlok Venkataraman,2.3,80,Accusamus illo quidem sed.,Malad,Borivali,44,Female
cust1764,Amira Shan,1.9,51,Nulla neque consequatur id ratione excepturi esse.,Juhu,Thane,20,Other
cust1765,Nitya Chauhan,4.6,95,Accusantium ipsam nesciunt in ab similique.,Andheri,Malad,23,Male
cust1766,Divij Jaggi,3.8,74,Temporibus voluptates harum dolor aut.,Malad,Vashi,63,Female
cust1767,Parinaaz Kothari,3.2,16,Dolore optio ipsum.,Malad,Thane,23,Male
cust1768,Mamooty Bal,4.8,70,Totam repellendus ipsum explicabo quam optio esse rem.,Borivali,Vashi,21,Other
cust1769,Dhanush Dugal,3.1,97,Est blanditiis voluptatem repellendus voluptas deleniti.,Kurla,Thane,19,Male
cust1770,Gokul Shenoy,3.6,69,Provident molestiae maxime pariatur facilis.,Dadar,Colaba,35,Male
cust1771,Anika Randhawa,2.0,91,Corporis occaecati id cum quia a.,Kandivali,Sion,55,Female
cust1772,Vihaan Edwin,1.3,69,Sed ut similique perspiciatis perspiciatis.,Borivali,Juhu,43,Other
cust1773,Baiju Dutt,1.2,3,Magnam qui tempora reiciendis.,Juhu,Ghatkopar,29,Female
cust1774,Miraan Jani,1.1,68,Non laudantium architecto repellat a quaerat.,Juhu,Ghatkopar,34,Male
cust1775,Ishita Kuruvilla,1.5,13,Delectus eum temporibus expedita iste.,Thane,Dadar,36,Male
cust1776,Oorja Suri,1.7,99,Libero qui necessitatibus alias quod non.,South Mumbai,Dadar,37,Female
cust1777,Mamooty Kamdar,3.7,8,Animi consequatur nobis.,Borivali,Juhu,29,Male
cust1778,Ishita Sandal,3.9,39,Veritatis eos quis accusamus optio.,Ghatkopar,South Mumbai,38,Male
cust1779,Ishita Contractor,2.7,42,Dolorem totam natus repudiandae expedita.,Andheri,Ghatkopar,25,Male
cust1780,Indrans Vala,1.8,97,Saepe ab nisi nam natus necessitatibus.,Borivali,Borivali,33,Female
cust1781,Saanvi Shan,3.0,65,Ab animi nobis voluptatum.,Ghatkopar,South Mumbai,35,Male
cust1782,Nirvi Taneja,2.3,71,Earum accusantium tempora esse qui sed.,Ghatkopar,South Mumbai,48,Male
cust1783,Neelofar Thakur,2.6,30,Reprehenderit dolorum quisquam porro quas necessitatibus maxime praesentium.,Sion,Sion,19,Female
cust1784,Arnav Chokshi,3.2,76,Ullam dolor dignissimos tempore consectetur rerum officiis eum.,Malad,South Mumbai,33,Other
cust1785,Chirag Malhotra,3.6,17,Expedita earum nam.,Andheri,Borivali,44,Female
cust1786,Samar Bera,1.3,82,Cum ducimus error aspernatur.,Thane,Bandra,27,Female
cust1787,Dhruv Shankar,3.2,22,Aperiam qui deserunt quas amet.,Vashi,Bandra,52,Female
cust1788,Riaan Bassi,4.8,72,Eum maxime dolores cupiditate.,Kurla,Colaba,18,Female
cust1789,Amani Bhatti,4.8,80,Numquam incidunt debitis cupiditate.,Andheri,Malad,28,Male
cust1790,Aarush Sarraf,1.2,62,Alias nesciunt atque corporis tempore fuga ad.,Andheri,Borivali,34,Other
cust1791,Stuvan Kashyap,2.5,45,Exercitationem dolorem ipsum consequuntur magni quos.,Kandivali,Malad,31,Other
cust1792,Tushar Gera,4.4,37,Et ipsam adipisci tenetur consequuntur necessitatibus cupiditate.,Colaba,Dadar,65,Other
cust1793,Anahi Dora,3.3,39,Itaque temporibus porro accusantium praesentium perspiciatis ab soluta.,South Mumbai,Ghatkopar,62,Male
cust1794,Manjari Devan,4.3,93,Voluptate aliquam fugiat vero.,Thane,Andheri,45,Male
cust1795,Navya Sant,3.4,41,Dolor dolore necessitatibus quia.,Sion,Malad,39,Other
cust1796,Indranil Golla,2.0,97,Et deleniti cumque libero.,Versova,Kurla,35,Male
cust1797,Devansh Kibe,3.6,42,Aliquam atque esse sit eum omnis ipsa.,Juhu,Bandra,47,Other
cust1798,Purab Mand,2.3,89,Exercitationem voluptatum similique impedit earum quidem.,Dadar,Malad,18,Other
cust1799,Kashvi Madan,2.9,2,Molestias perferendis accusantium nostrum sunt totam pariatur.,Malad,Dadar,44,Other
cust1800,Nirvaan Bala,4.6,91,Accusamus sint amet.,Kurla,Vashi,43,Other
cust1801,Farhan Dora,1.3,84,Similique dicta cupiditate provident.,Malad,South Mumbai,52,Male
cust1802,Kismat Seshadri,4.6,86,Veritatis quos unde reiciendis at nulla perferendis.,Kurla,Malad,25,Female
cust1803,Bhamini Sehgal,4.9,49,Sunt possimus a debitis natus.,Kandivali,Borivali,40,Female
cust1804,Charvi Dhar,1.7,99,Qui aliquam ab porro eum.,Vashi,Versova,18,Male
cust1805,Himmat Dhillon,2.9,25,Veritatis doloremque temporibus voluptas nobis explicabo repellat.,Kurla,Colaba,32,Other
cust1806,Azad Dar,1.1,36,Similique aliquam quia nihil necessitatibus.,Malad,Sion,63,Female
cust1807,Tushar Chaudhuri,1.8,79,Illo quos eligendi.,Malad,Andheri,63,Male
cust1808,Emir Bhandari,1.9,64,Ducimus ex saepe non repellendus.,Juhu,Colaba,35,Female
cust1809,Madhav Chandra,4.6,91,In fugit ipsa autem expedita.,Borivali,Bandra,18,Male
cust1810,Akarsh Sem,4.9,82,Amet temporibus id.,Ghatkopar,South Mumbai,35,Other
cust1811,Samiha Khosla,3.0,22,Laboriosam ipsam voluptatibus dolor.,Thane,Bandra,60,Other
cust1812,Shayak Shanker,3.3,88,Ipsum necessitatibus enim cumque molestias rem placeat.,Borivali,Borivali,29,Male
cust1813,Amani Ramanathan,3.4,96,Corrupti eum eum.,South Mumbai,Dadar,34,Other
cust1814,Lakshay Dugar,4.4,67,Cum exercitationem ducimus.,Versova,Vashi,35,Male
cust1815,Shamik Ganesan,4.4,3,Exercitationem dolores reiciendis.,Versova,Malad,52,Other
cust1816,Tejas Vyas,2.0,72,Officia maxime asperiores mollitia voluptate.,Sion,Kurla,18,Female
cust1817,Mahika Aurora,3.6,84,Odio iure deserunt.,Colaba,Kandivali,38,Female
cust1818,Aarna Chahal,4.4,53,Et culpa porro dolorem.,Andheri,South Mumbai,61,Other
cust1819,Tushar Golla,2.9,47,Iusto impedit rem a.,Thane,Vashi,20,Other
cust1820,Dhanush Dube,1.9,36,Distinctio porro nisi eveniet eaque soluta harum.,Sion,Ghatkopar,52,Female
cust1821,Hazel Borde,2.3,51,Ea illum est quaerat.,Bandra,Juhu,23,Other
cust1822,Devansh Solanki,4.2,95,Quam similique quos impedit excepturi.,Bandra,Versova,45,Male
cust1823,Jayan Anand,4.7,26,Vitae hic expedita nihil provident maiores maiores.,Dadar,Juhu,37,Male
cust1824,Zara Rama,3.5,13,Est deserunt quasi nostrum recusandae aspernatur.,Colaba,Kurla,45,Male
cust1825,Charvi Tak,3.4,81,Commodi autem totam soluta.,Sion,Juhu,34,Male
cust1826,Azad Chand,1.4,31,Aliquam quidem iste vitae enim occaecati porro.,Juhu,Kandivali,21,Female
cust1827,Taran Sengupta,3.1,31,Temporibus qui eveniet modi distinctio molestias.,South Mumbai,Vashi,56,Other
cust1828,Azad Amble,2.8,13,Distinctio consectetur facilis id sequi in.,Malad,Kurla,55,Male
cust1829,Shlok Issac,1.3,8,Beatae commodi voluptatem harum.,Sion,Colaba,42,Female
cust1830,Prisha Vasa,4.6,89,Sint labore aperiam accusamus.,South Mumbai,Vashi,26,Male
cust1831,Ivan Mannan,4.7,57,Doloremque quaerat illum reiciendis nisi.,Colaba,Andheri,57,Other
cust1832,Faiyaz Loyal,2.7,14,Consequuntur maxime ratione recusandae.,Malad,Colaba,53,Male
cust1833,Emir Shukla,2.2,49,Autem distinctio dolore repellat.,Ghatkopar,South Mumbai,57,Female
cust1834,Gatik Bhalla,1.9,77,Quaerat sapiente distinctio earum optio hic.,Vashi,Malad,57,Male
cust1835,Rati Ramanathan,2.8,60,Fugiat fugiat animi cumque possimus optio.,Vashi,Ghatkopar,57,Other
cust1836,Navya Badal,1.4,84,Accusamus deserunt occaecati fugiat.,Malad,Vashi,19,Female
cust1837,Anahi Bhattacharyya,3.1,76,Non dolorem adipisci cupiditate.,Bandra,South Mumbai,24,Male
cust1838,Shanaya Uppal,3.4,9,Voluptas nam soluta doloribus quisquam.,Borivali,Vashi,30,Other
cust1839,Jivin Gandhi,1.5,66,Reiciendis ipsam numquam accusantium amet voluptatum.,Andheri,Juhu,44,Female
cust1840,Piya Choudhry,3.9,57,Soluta veniam ullam quo cum.,Dadar,Bandra,26,Male
cust1841,Arhaan Bains,1.2,40,Laudantium molestiae et ipsam.,Borivali,Ghatkopar,50,Other
cust1842,Dhanush Sharma,4.0,40,Eligendi quasi velit adipisci.,Borivali,Sion,52,Male
cust1843,Kiara Dixit,1.6,40,Tenetur voluptatum illo cupiditate nihil delectus delectus.,Borivali,Juhu,36,Female
cust1844,Suhana Shroff,4.9,67,Eos qui atque minus voluptatum molestias.,Borivali,Malad,61,Male
cust1845,Ishita Borde,1.2,65,Error ullam repellendus iste.,Kandivali,Kandivali,53,Male
cust1846,Eva Bose,2.7,26,Ea consequuntur possimus aliquam quia.,Bandra,Malad,30,Male
cust1847,Aaina Dayal,2.4,86,Reprehenderit inventore porro perferendis iure animi explicabo assumenda.,Kurla,Versova,62,Female
cust1848,Yasmin Lanka,3.4,43,Illum dicta iure illo.,Kandivali,Borivali,54,Female
cust1849,Inaaya  Tella,3.5,54,Repellendus eos ipsam rem minima nesciunt ab repellendus.,Juhu,Dadar,24,Female
cust1850,Kaira Mann,4.5,6,Iste alias error autem.,Kurla,Bandra,18,Other
cust1851,Urvi Tara,1.9,30,Fuga molestiae id laboriosam quia.,Kurla,Borivali,31,Male
cust1852,Vedika Master,2.9,99,Vel tempore accusantium cumque.,Kandivali,Juhu,65,Female
cust1853,Kismat Bakshi,1.8,24,Adipisci ut commodi et excepturi fugiat.,Kandivali,Colaba,41,Male
cust1854,Veer Toor,1.3,4,Mollitia optio fuga.,Thane,South Mumbai,27,Female
cust1855,Shamik Bath,2.8,81,Eum cupiditate earum veritatis fugit ab asperiores.,Borivali,Sion,41,Male
cust1856,Krish Lalla,4.9,26,Soluta voluptas magni ducimus alias.,Bandra,Andheri,29,Male
cust1857,Tarini Batta,4.5,93,Doloribus unde voluptates.,Dadar,Juhu,53,Male
cust1858,Jayan Baral,1.7,3,Explicabo aliquid enim facere sequi atque deleniti.,Dadar,Kandivali,34,Male
cust1859,Ehsaan Viswanathan,1.1,87,Aut atque at impedit vitae.,Dadar,Ghatkopar,59,Male
cust1860,Tarini Jayaraman,2.4,27,Vitae quis aspernatur eius harum.,Andheri,Kurla,33,Female
cust1861,Nirvi Master,4.2,85,Expedita perspiciatis atque illum quasi.,Dadar,Thane,57,Female
cust1862,Indrajit Chaudhary,4.5,9,Nihil recusandae eos harum nemo.,South Mumbai,Dadar,26,Male
cust1863,Vaibhav Bhakta,1.8,49,Cumque minus ipsa officia illo dolores ipsam.,Versova,Juhu,38,Other
cust1864,Shanaya Sawhney,2.7,82,Debitis blanditiis ullam quas suscipit a provident.,Bandra,Sion,20,Other
cust1865,Arhaan Kata,3.3,69,Alias porro accusamus quod similique voluptates.,Andheri,Vashi,27,Female
cust1866,Kiaan Upadhyay,2.0,81,Aliquam saepe dolor.,Vashi,Andheri,26,Other
cust1867,Piya Walia,4.9,63,Neque dolorum dicta quisquam minima.,Bandra,Versova,23,Female
cust1868,Kashvi Warrior,4.2,79,Quod temporibus nam atque repellendus.,South Mumbai,Dadar,50,Female
cust1869,Manikya Chanda,4.0,83,Nihil ab sapiente tempora dicta quibusdam consectetur.,Vashi,Thane,41,Female
cust1870,Uthkarsh Baria,3.1,23,Hic possimus illo sunt dolorem.,Juhu,Versova,41,Other
cust1871,Ivana Bir,3.8,92,Natus tempora eaque.,Kurla,Kurla,35,Other
cust1872,Advika Dass,2.6,75,Corrupti modi accusantium dicta.,Malad,Colaba,31,Male
cust1873,Zoya Yadav,4.6,58,Similique aut explicabo quia atque.,Kandivali,Bandra,43,Male
cust1874,Dhanush Sachdev,2.2,49,Voluptates numquam adipisci similique est blanditiis.,Borivali,Dadar,41,Female
cust1875,Inaaya  Dugal,3.2,18,Totam quia est dolorem nisi dolore tempora quia.,Vashi,South Mumbai,36,Female
cust1876,Madhup Ramesh,3.1,30,Illo natus quis a porro cupiditate.,Borivali,Colaba,47,Other
cust1877,Neysa Bhardwaj,3.5,55,Mollitia velit debitis rerum iure temporibus.,Kurla,Kurla,45,Female
cust1878,Hansh Mammen,2.5,64,Sequi vero veritatis earum.,Juhu,Andheri,42,Male
cust1879,Advika Suri,1.7,30,Totam expedita omnis corporis ex at quisquam.,Andheri,Malad,22,Female
cust1880,Damini Bajwa,4.6,38,Consectetur quae debitis odio.,Kandivali,Thane,50,Other
cust1881,Ranbir Bora,3.6,36,Odit earum in consectetur doloremque esse.,Sion,Bandra,24,Male
cust1882,Hiran Chandran,1.3,5,Vero sequi optio soluta.,Thane,Bandra,39,Male
cust1883,Chirag Agate,3.7,33,Quo hic pariatur nulla itaque eveniet.,Andheri,Versova,61,Female
cust1884,Samaira Iyer,1.8,78,Maiores aspernatur ex quibusdam.,Dadar,Kandivali,63,Other
cust1885,Shaan Savant,3.2,34,A deleniti ipsam quo.,Colaba,Vashi,37,Female
cust1886,Yashvi Sanghvi,4.3,52,Quam modi provident reiciendis quaerat.,Ghatkopar,Kandivali,55,Other
cust1887,Kiaan Golla,1.0,84,Est veritatis amet rerum voluptate consectetur.,Thane,Vashi,27,Female
cust1888,Prisha Gade,1.9,93,Fugiat deleniti provident omnis dicta aperiam.,Versova,Bandra,48,Male
cust1889,Anika Batta,3.1,71,Aliquam laborum molestias vel maxime hic.,Vashi,Kurla,64,Female
cust1890,Sumer Gokhale,2.4,11,Cumque totam libero sequi non reprehenderit.,Juhu,Kandivali,30,Female
cust1891,Azad Bahl,4.1,90,Assumenda assumenda praesentium fuga saepe exercitationem.,Ghatkopar,Bandra,46,Female
cust1892,Saksham Garde,4.4,4,At natus recusandae.,Juhu,Dadar,54,Male
cust1893,Advika Uppal,2.2,95,Optio saepe esse itaque et autem.,Colaba,Kurla,60,Female
cust1894,Yasmin Seshadri,2.4,54,Fugit eius omnis labore.,Ghatkopar,Malad,43,Other
cust1895,Zeeshan Bhatti,3.2,42,Assumenda magnam eaque.,Borivali,Colaba,54,Male
cust1896,Samar Ramachandran,4.7,20,Alias ipsa laborum molestias expedita a.,Juhu,Borivali,58,Other
cust1897,Drishya Manne,4.7,74,Repellat impedit earum animi temporibus.,Kandivali,Ghatkopar,42,Male
cust1898,Vihaan Brahmbhatt,4.8,9,Vel aliquam delectus sunt omnis.,Thane,Ghatkopar,30,Female
cust1899,Abram Kibe,1.4,73,Voluptatibus dolor commodi autem asperiores.,Kurla,Malad,37,Male
cust1900,Riaan Dalal,1.7,87,Exercitationem autem minus esse.,Thane,Dadar,20,Other
cust1901,Samar Bhardwaj,3.4,4,Dignissimos aliquid autem praesentium.,Dadar,Bandra,22,Female
cust1902,Vihaan Bava,2.1,30,Pariatur eveniet harum eum.,Andheri,Malad,51,Male
cust1903,Baiju Toor,2.8,48,Tenetur id vitae unde ipsum itaque.,Thane,Colaba,28,Female
cust1904,Renee Toor,4.4,53,Harum et blanditiis corrupti voluptatem.,Ghatkopar,Dadar,25,Male
cust1905,Himmat Butala,3.1,62,Sint laboriosam expedita asperiores sequi vero suscipit.,Versova,South Mumbai,42,Male
cust1906,Nirvi Trivedi,1.5,27,Doloribus maiores temporibus numquam.,Andheri,Ghatkopar,63,Other
cust1907,Armaan Sibal,2.9,78,Voluptas similique nobis quisquam.,Borivali,Andheri,55,Male
cust1908,Parinaaz Andra,3.0,88,Qui molestiae inventore ad facilis beatae.,Kurla,Andheri,30,Male
cust1909,Lagan Vig,5.0,58,Praesentium aliquam vel porro excepturi quod.,South Mumbai,Kandivali,43,Other
cust1910,Taran Date,4.2,68,Consectetur aperiam commodi expedita.,Juhu,Sion,54,Female
cust1911,Rhea Balay,2.8,74,Eaque excepturi corrupti cumque deserunt velit totam.,Colaba,Versova,23,Female
cust1912,Amira Krishnamurthy,3.6,59,Magnam earum illo repellat.,Juhu,Versova,63,Female
cust1913,Drishya Sane,2.6,23,Magni nihil in id sapiente illo.,Ghatkopar,Bandra,29,Other
cust1914,Zain Sant,3.9,59,Tenetur fugiat nihil hic beatae.,Ghatkopar,Sion,60,Male
cust1915,Zoya Sengupta,3.8,13,Architecto suscipit aut quasi.,Ghatkopar,Versova,20,Male
cust1916,Tara Bandi,4.5,21,Beatae cum consequatur.,Andheri,Sion,58,Other
cust1917,Anahi Sibal,2.2,9,Corrupti natus iste ex porro consectetur occaecati.,Versova,Versova,64,Male
cust1918,Jhanvi Bail,4.6,53,Nisi veritatis nam magni eius numquam odio.,Vashi,Thane,25,Female
cust1919,Vritika Rattan,1.3,14,Architecto pariatur ad quo dicta laborum exercitationem.,Thane,Vashi,38,Female
cust1920,Aarush Koshy,2.8,33,Vel harum reiciendis laboriosam temporibus facere voluptatum.,Bandra,Thane,20,Female
cust1921,Parinaaz Madan,1.1,82,Quaerat cumque officiis molestias eos.,Versova,Malad,65,Female
cust1922,Mannat Bajwa,2.5,96,Voluptate fugit temporibus nihil.,Ghatkopar,Kandivali,30,Female
cust1923,Sumer Sibal,1.2,33,Natus distinctio cum enim odio.,South Mumbai,Versova,26,Female
cust1924,Emir Ram,3.7,60,Dolore vel culpa deserunt amet repudiandae sed dolorem.,Kurla,Kurla,22,Male
cust1925,Ishaan Chakrabarti,3.2,32,Accusantium expedita maiores placeat totam nesciunt.,Versova,Kurla,26,Female
cust1926,Prisha Atwal,4.3,21,Aspernatur labore consectetur fugit nulla odit atque.,Dadar,Kandivali,19,Other
cust1927,Mannat Ramaswamy,1.4,38,Tempore quisquam debitis.,South Mumbai,Thane,65,Female
cust1928,Hazel Swaminathan,1.7,86,Ad quae itaque ipsam.,Vashi,Colaba,61,Female
cust1929,Ehsaan Sandhu,1.6,46,Quam odit molestiae vel minima ea.,Dadar,Bandra,63,Male
cust1930,Faiyaz Varma,4.6,69,Quibusdam amet odit sit.,Bandra,Kurla,62,Male
cust1931,Advik Dhaliwal,4.3,67,Distinctio fugiat alias eligendi accusantium aspernatur.,Malad,Malad,63,Other
cust1932,Yasmin Wali,4.6,50,Itaque quasi corporis in.,Versova,Andheri,46,Male
cust1933,Uthkarsh Mall,3.4,7,Deleniti rerum necessitatibus commodi doloremque quae ratione.,Vashi,Ghatkopar,30,Male
cust1934,Ivan Ratta,2.5,31,Illum ipsa praesentium.,Bandra,South Mumbai,19,Female
cust1935,Suhana Sankar,1.1,2,Aliquid dolore id ullam reiciendis possimus.,Juhu,Kandivali,30,Other
cust1936,Vedika Chatterjee,3.7,29,Tenetur nam illum optio adipisci sint adipisci.,Sion,South Mumbai,60,Male
cust1937,Divyansh Krishna,3.9,6,Assumenda ratione deleniti atque ullam id quibusdam.,Ghatkopar,Thane,24,Female
cust1938,Riaan Thaker,2.3,81,Iusto sequi maiores consequuntur.,Bandra,Borivali,31,Other
cust1939,Anika Gill,2.6,55,Nihil unde possimus aliquam.,South Mumbai,Bandra,31,Male
cust1940,Rhea Dass,2.4,23,A magni laboriosam.,Colaba,Ghatkopar,59,Female
cust1941,Adah Golla,1.0,28,Sunt libero explicabo facere tenetur sit.,Kurla,Bandra,22,Other
cust1942,Kismat Choudhary,4.3,84,Praesentium nulla quasi alias ad dolore sint.,Borivali,Juhu,20,Male
cust1943,Nishith Keer,4.5,53,Ipsum distinctio aliquid molestiae numquam.,Andheri,Vashi,56,Female
cust1944,Anaya Mangal,4.9,14,Cumque corrupti incidunt soluta esse optio quidem.,Versova,Thane,54,Male
cust1945,Nishith Yogi,2.0,13,Eum sunt alias est nostrum libero.,Borivali,Juhu,58,Other
cust1946,Adah Sant,2.6,99,Porro natus deleniti suscipit nobis amet.,Versova,Dadar,39,Male
cust1947,Umang Gopal,3.5,89,Minima reprehenderit soluta quia at velit dignissimos.,Juhu,Kandivali,60,Female
cust1948,Lavanya Deol,1.3,3,Accusantium nemo ex architecto odio debitis aliquam doloremque.,Borivali,Sion,55,Female
cust1949,Mohanlal Korpal,2.5,82,Corporis labore laboriosam quo aut.,Versova,Bandra,50,Other
cust1950,Kimaya Manne,3.8,2,Quod voluptatem numquam.,Bandra,Colaba,57,Male
cust1951,Siya Saran,2.2,95,Laborum adipisci provident fuga inventore reiciendis fugiat dolores.,Ghatkopar,Vashi,33,Other
cust1952,Faiyaz Baral,1.3,18,Accusantium odit totam quaerat eaque soluta laboriosam.,Juhu,Kurla,36,Male
cust1953,Kaira Doctor,1.6,27,Maiores voluptatum amet saepe molestias nisi amet eum.,Malad,Colaba,33,Other
cust1954,Vanya Mander,3.4,57,Maiores magni officiis autem reprehenderit expedita eligendi ex.,Versova,Sion,39,Male
cust1955,Neysa Konda,2.1,83,Culpa doloribus doloremque dolore unde dicta.,Vashi,Vashi,20,Other
cust1956,Anya Manda,4.2,54,Repellendus iusto accusantium eligendi omnis.,Malad,Kandivali,36,Male
cust1957,Purab Subramanian,1.9,94,Tenetur dolorem nihil consectetur laborum repellendus.,Juhu,Juhu,33,Male
cust1958,Aarav Kapoor,3.2,86,Error totam possimus.,Bandra,Vashi,61,Other
cust1959,Neysa Jayaraman,3.9,78,Occaecati mollitia praesentium molestiae quaerat.,Kandivali,Ghatkopar,51,Female
cust1960,Kiaan Cheema,1.7,81,Labore eum nostrum cum rerum nisi.,Colaba,South Mumbai,49,Male
cust1961,Ranbir Dani,4.8,7,Nam vitae quod tempore quas autem officia.,Malad,Dadar,31,Male
cust1962,Ishita Bhasin,1.4,76,Voluptatibus deleniti reprehenderit non sed aut esse.,Thane,Kandivali,31,Male
cust1963,Dhanush Dasgupta,3.0,55,Facilis harum perspiciatis nobis nulla rem velit.,Versova,Kurla,37,Male
cust1964,Inaaya  Mahajan,3.9,32,Soluta provident recusandae facere asperiores.,Ghatkopar,Dadar,56,Male
cust1965,Samar Malhotra,2.2,74,Et enim incidunt nostrum veniam quaerat.,Kurla,Malad,30,Female
cust1966,Siya Dara,4.4,62,Dolore officiis natus veritatis soluta commodi.,South Mumbai,Juhu,43,Female
cust1967,Damini Rau,1.7,57,Minus temporibus voluptas minima assumenda voluptas.,Ghatkopar,Thane,57,Other
cust1968,Zaina Dani,2.7,20,Rerum amet vitae voluptatibus.,Kandivali,Vashi,48,Male
